date,GOOGL,MSFT,FB,ORCL,INTC,CSCO,IBM,QCOM,TXN,AVGO,NVDA,ADBE,CRM,ADP,ITW,YHOO
20140805,-0.01568,-0.006687,-0.011155,-0.003491,-0.036123,-0.007749,-0.013394,-0.006962,-0.008622,-0.017101,0.000567,0.002908,-0.010929,-0.008989,-0.001328,-0.022855
20140806,0.002355,-0.007892,-0.003027,0.005005,0.000762,-0.001602,-0.00604,0.001924,0.003914,0.002453,-0.001133,-0.010729,-0.007551,-0.001491,0.000725,0.002521
20140807,-0.004665,0.011465,0.009659,-0.012201,-0.005024,-0.002808,-0.00898,-0.005488,-0.01083,-0.009418,-0.010204,-0.005863,-0.002598,-0.003609,0.003141,-0.003632
20140808,0.01072,-0.000694,-0.001503,0.006806,-0.002448,0.006838,0.012642,0.019175,0.014452,0.011489,0.088202,0.008256,0.012837,0.013114,0.018786,0.007011
20140811,-0.001194,0.0,0.005201,-0.000501,0.012883,0.00799,0.004501,0.011505,0.003669,0.005537,-0.005263,0.008481,0.007899,0.002712,0.000946,-0.003342
20140812,-0.008887,0.007407,-0.008306,-0.000501,0.003331,-0.003171,-0.000693,-0.007895,0.003548,0.00466,0.0,-0.002682,-0.038637,-0.000861,0.003543,-0.007544
20140813,0.021744,0.012868,0.012907,0.008521,0.029279,0.001988,0.003256,0.004856,0.008893,0.011525,0.00582,0.014611,0.001327,0.008982,0.012003,0.018863
20140814,0.000154,0.00431,0.00713,-0.000497,-0.004692,-0.02619,-0.000372,0.00349,0.003823,0.025983,-0.011047,0.003725,0.013063,0.004756,0.008488,0.004697
20140815,-0.001608,0.011746,-0.008964,0.001492,0.006777,-0.004483,-0.002661,-0.004682,0.006348,0.012866,0.012766,0.000285,0.002243,-0.001457,0.003344,0.003025
20140818,0.015401,0.007144,0.013038,0.008937,0.007024,0.008187,0.010567,0.008332,0.0,0.007755,0.013655,0.014129,0.013985,0.011912,0.010917,0.024952
20140819,0.00744,0.004877,0.009385,0.018947,-0.002034,0.000406,0.00375,0.001333,0.002733,0.003317,0.003627,0.013932,0.010666,0.002162,0.005797,0.012039
20140820,-0.002847,-0.008383,-0.006375,-0.003864,0.004659,0.002841,0.000158,0.017423,0.003984,0.01005,-0.006195,-0.014296,0.007824,0.001678,0.007459,-0.008723
20140821,-0.005022,0.006007,-0.003208,0.008,0.018841,0.007285,0.005944,0.00433,0.006057,-0.00144,-0.009351,0.009997,0.005777,0.003829,-0.000897,0.003733
20140822,0.000203,-0.001548,0.0,0.001202,-0.005974,-0.009642,-0.004288,0.000651,-0.003114,-0.000787,0.000524,0.004322,0.073416,-0.004768,-0.006288,0.00983
20140825,-0.003325,0.000443,0.006035,0.002642,-0.003721,0.002028,0.003939,-0.002994,-0.013536,-0.005774,0.001572,-0.003054,-0.009532,0.001557,0.003616,-0.007893
20140826,-0.004149,-0.003653,0.012531,0.002396,-0.000287,0.004453,0.009573,0.005484,0.002533,0.002442,0.018053,-0.004038,0.006922,0.002392,-0.004616,0.002122
20140827,-0.008706,-0.003,-0.017511,-0.00478,-0.000287,-0.000403,-0.003834,-0.000519,0.006106,0.002699,-0.011565,0.00028,-0.001006,-0.00179,0.000792,0.01032
20140828,-0.004597,0.000223,-0.010384,-0.008886,-0.004024,0.002016,-0.0013,-0.008185,0.005023,0.002626,0.00832,-0.002516,-0.021652,-0.002032,-0.005086,0.003405
20140829,0.003515,0.012255,0.013066,0.0063,0.007792,0.005634,0.001563,-0.003144,0.003332,0.075039,0.003094,0.007426,0.013724,-0.000239,0.002045,0.00522
20140902,0.010767,-0.007484,0.02486,0.00313,-0.010023,-0.004402,-0.003848,-0.013666,-0.005708,0.035693,0.002314,0.002782,0.012862,0.002516,0.001814,0.019735
20140903,0.001512,-0.002883,-0.011085,0.005761,0.0,0.006431,0.002036,-0.002265,0.009289,0.004352,0.009746,0.004577,-0.013701,0.001075,-0.002829,-0.010186
20140904,0.006141,0.006673,0.001582,-0.008353,0.00969,-0.005192,-0.006616,0.002938,-0.002068,0.008198,0.017526,0.000345,0.000847,0.000358,0.001929,0.008233
20140905,0.007823,0.014362,0.017248,-0.006739,0.002722,0.003613,0.002727,0.00932,0.006839,0.020792,-0.002996,0.009316,0.012356,0.006324,0.0,0.010207
20140908,0.00644,0.012198,0.008154,-0.015265,0.009429,-0.002,-0.005544,0.001187,-0.001853,0.003471,-0.009013,0.003555,0.009196,-0.002964,-0.003285,0.056075
20140909,-0.016056,0.006241,-0.015663,0.001722,-0.011888,-0.003607,-0.000789,-0.000791,-0.004331,0.002495,-0.012633,-0.013217,-0.011597,-0.005708,-0.002386,-0.024635
20140910,0.002449,0.001711,0.009913,0.0,0.003151,0.002816,0.008158,0.001187,-0.006007,0.00673,0.003582,-0.001243,0.017432,0.0,0.003873,0.008828
20140911,-0.003893,0.003416,0.006328,-0.000737,0.0,0.010028,0.00094,0.002371,0.003334,0.000787,-0.010199,0.001244,0.008402,-0.004904,0.004879,0.002917
20140912,-0.010506,-0.006489,-0.005647,-0.004425,-0.011422,-0.000794,-0.002295,-0.010248,-0.006646,-0.013697,-0.014941,-0.019884,-0.032021,-0.002163,-0.003387,0.039263
20140915,-0.005574,-0.009744,-0.037429,0.003951,-0.002311,-0.003975,0.002771,-0.003319,-0.005018,-0.012977,-0.013598,-0.010003,-0.028354,0.0053,0.000453,-0.007696
20140916,0.012276,0.011246,0.020113,0.013035,0.011291,0.006385,0.005996,0.008391,0.006934,0.013955,0.014581,0.006546,0.000695,-0.000599,0.00453,0.00376
20140917,0.00766,-0.005133,0.0046,-0.001214,0.001431,-0.000595,-0.000829,0.001585,0.009391,-0.002047,0.000784,-0.048494,-0.002777,-0.000719,-0.000789,-0.00281
20140918,0.006708,0.003439,0.007458,0.009966,0.005432,0.000595,0.004927,0.008044,0.012611,0.020287,0.015144,0.009064,0.003655,0.010078,0.003385,-0.011857
20140919,0.013612,0.017995,0.011818,-0.042118,-0.009952,-0.000793,0.00129,-0.011905,-0.004696,-0.004692,-0.018519,-0.014284,0.010059,-0.003682,-0.003486,-0.027444
20140922,-0.013429,-0.00968,-0.014247,-0.005528,-0.003159,-0.009127,-0.004588,0.010062,-0.001846,-0.021549,-0.009958,0.003884,-0.015797,-0.009418,-0.009479,-0.055705
20140923,-0.010196,-0.010625,0.019401,-0.018949,-0.008355,-0.010813,-0.007716,-0.00603,-0.000103,0.004359,-0.004235,0.00878,-0.008897,-0.005777,-0.011962,0.010349
20140924,0.012247,0.011168,0.003129,0.015194,0.009588,0.011336,0.003601,0.005407,0.003186,0.016674,0.005848,0.018292,0.014962,0.015979,-0.002306,0.021255
20140925,-0.022008,-0.02209,-0.016744,-0.016743,-0.017554,-0.017614,-0.01716,-0.018757,-0.013727,-0.028758,-0.02167,-0.019122,-0.030177,-0.018706,-0.018144,-0.02332
20140926,0.004528,0.008036,0.020332,0.004902,0.003515,0.018745,0.005555,0.003342,0.003947,0.012029,0.001891,0.009526,0.011445,0.002793,0.007651,0.043902
20140929,-0.000153,0.000646,0.002665,-0.013094,0.018681,0.0048,-0.00221,-0.003197,-0.001448,-0.004457,-0.001618,0.012654,0.011846,0.002664,-0.003855,-0.003443
20140930,0.001021,-0.001723,0.000506,-0.004162,-0.002292,0.00199,0.001002,-0.000668,-0.011811,-0.001263,-0.003511,-0.000433,0.005242,0.003261,-0.010084,0.005676
20141001,-0.014922,-0.009922,-0.031503,-0.004963,-0.023837,-0.005562,-0.014013,-0.011903,-0.016985,-0.016782,-0.009756,-0.023847,-0.013906,-0.01597,-0.015518,-0.010552
20141002,0.002157,-0.00305,0.006924,0.004726,-0.013828,0.001199,-0.001389,-0.003045,-0.000853,-0.027239,-0.004379,-0.007107,-0.001586,0.015122,-0.000602,0.004464
20141003,0.009245,0.007212,0.00467,0.016201,0.015215,0.009976,0.009416,0.01636,-0.000427,0.003125,0.002199,0.019982,0.032133,0.032414,0.006863,0.013086
20141006,0.00261,0.0,0.001485,0.004886,0.002351,-0.011853,0.001961,-0.001803,-0.004165,-0.007068,-0.006034,-0.010673,-0.002737,-0.004409,-0.000478,0.011943
20141007,-0.023274,-0.01215,-0.016311,-0.015865,-0.018763,-0.014994,-0.017615,-0.01626,-0.01319,-0.022321,-0.010762,-0.02527,-0.023842,-0.013419,-0.022371,-0.01421
20141008,0.016792,0.027454,0.016123,0.014561,0.023902,0.001015,0.019654,0.022854,0.020213,0.028014,0.018689,0.030776,0.017396,0.017138,0.021904,0.003665
20141009,-0.02215,-0.01988,-0.020769,-0.007176,-0.018967,-0.019059,-0.015526,-0.014763,-0.019599,-0.032413,-0.019168,-0.03427,-0.013299,-0.021262,-0.021914,0.000487
20141010,-0.027365,-0.039695,-0.03952,-0.01652,-0.050863,-0.035139,-0.002629,-0.038607,-0.071273,-0.11464,-0.059464,-0.036095,-0.041309,-0.007241,-0.010896,-0.036496
20141013,-0.018804,-0.00863,0.001097,0.003412,-0.013789,-0.017566,-0.012962,-0.007161,-0.018952,-0.032511,-0.003562,-0.025438,-0.028118,-0.009772,-0.019804,-0.030808
20141014,0.007233,0.001833,0.00822,0.006016,0.02129,0.005451,0.001526,0.016264,0.009063,0.043163,0.023235,-0.01297,-0.009581,0.00959,0.016921,-0.010683
20141015,-0.014507,-0.011662,-0.005164,-0.00416,-0.026913,-0.004121,-0.011153,-0.009185,0.010636,0.007359,0.015429,0.021518,0.007018,-0.011839,0.005091,-0.003951
20141016,-0.007046,-0.011106,-0.007922,-0.019321,-0.013589,-0.006098,-0.010509,-0.000843,0.019411,0.04204,0.000573,0.010773,0.014692,-0.00209,0.026316,0.0078
20141017,-0.025982,0.020824,0.045711,0.008253,0.01718,0.018843,0.012289,0.018133,0.001835,0.020503,-0.001719,0.026408,0.032671,0.014659,0.003852,0.008789
20141020,0.017993,0.010314,0.013167,-0.001848,0.006374,-0.013763,-0.071134,0.011597,0.016945,0.010888,0.008611,0.00248,0.00719,0.009218,0.00024,0.021586
20141021,0.010613,0.018149,0.022612,0.01455,0.032616,0.025294,-0.034713,0.023543,0.053141,0.056289,0.042686,0.026979,0.021596,0.019836,0.038245,0.022912
20141022,0.008661,-0.011141,-0.004067,-0.018514,-0.010426,-0.010634,-0.008822,-0.009267,-0.003207,-0.018451,-0.023472,-0.020851,-0.017296,-0.002607,-0.005889,0.045296
20141023,0.020196,0.014421,0.021309,0.015675,0.013015,0.013113,0.002411,0.011305,0.008151,0.006431,0.022079,0.01353,0.028978,0.011125,0.01452,0.014286
20141024,-0.008579,0.024656,0.007871,0.013079,0.014989,0.009124,-0.000617,0.011445,0.012128,0.005775,0.010664,0.016535,0.029198,0.010074,0.007328,0.021127
20141027,0.001785,-0.004769,-0.004835,-0.007746,0.000603,-0.000841,-0.001296,-0.002105,0.007988,-0.003421,0.000541,0.000298,-0.007722,0.003543,0.004887,0.027586
20141028,0.016476,0.012633,0.006104,0.005725,0.016265,0.012837,0.010688,0.009626,0.01147,0.032242,0.023797,0.019991,0.040941,0.010331,0.016175,0.026174
20141029,-0.000877,0.002796,-0.06079,-0.001811,0.005335,0.001454,-0.000856,0.004179,-0.003505,0.008076,-0.006603,-0.006436,-0.009101,0.008543,-0.003339,-0.009592
20141030,0.003259,-0.012227,-0.023069,-0.002074,-0.039505,-0.00083,0.005445,0.006243,-0.016553,-0.029336,-0.006115,0.009421,0.012301,0.013219,0.005361,0.004402
20141031,0.013565,0.019544,0.011874,0.014286,0.043892,0.016196,0.000304,0.014734,0.044814,0.04685,0.045479,0.022605,0.036779,0.035845,0.011442,0.009204
20141103,-0.00722,0.010437,-0.014802,-0.001536,0.008821,0.004495,-0.000243,-0.003439,0.008458,0.001043,0.016888,-0.002995,-0.006251,-0.000489,-0.001647,0.006298
20141104,0.000745,0.00274,0.025447,0.003591,0.006704,0.012205,-0.010404,-0.014443,0.00639,-0.01135,0.013085,0.016593,-0.000315,0.01725,0.0,0.015969
20141105,-0.014605,0.006096,-0.012276,0.004089,-0.022583,0.010852,-0.005103,0.001167,0.014484,0.015815,0.0,0.004221,-0.026113,0.01383,0.009021,0.008071
20141106,-0.007663,0.017551,0.005746,0.013235,0.001777,0.004374,-0.002225,-0.085751,-0.004401,0.01061,0.004471,0.010228,0.01906,0.005279,0.013519,0.009903
20141107,0.000236,-0.000411,0.004518,0.003265,-0.007096,0.002771,0.003778,-0.018702,-9.8e-05,-0.029556,-0.021266,-0.006935,0.013948,-0.004366,-0.001614,0.012936
20141110,0.011616,0.004314,-0.007936,0.012769,-0.00953,-0.007106,0.008762,0.001444,0.012967,0.010231,0.011622,0.001397,0.007503,0.00883,0.002801,0.017714
20141111,0.005482,-0.000409,-0.0052,0.000494,0.001503,0.0,-0.001162,0.004037,-0.004752,0.00291,-0.011988,0.0,-0.006051,-0.001997,-0.000752,-0.007286
20141112,-0.005416,-0.001842,0.001474,-0.008154,0.002101,-0.00159,-0.008451,0.009334,-0.000682,0.01033,-0.006825,-0.004045,-0.004527,0.003002,0.002473,0.0316
20141113,-0.003242,0.017015,-0.00629,0.014449,0.008987,0.0227,0.005373,0.005122,-0.00195,0.004538,-0.004836,0.004341,-0.009566,0.002406,-0.006114,-0.001976
20141114,-0.002246,-0.000605,0.008485,0.002947,0.008017,0.024922,0.008416,0.002831,0.008793,0.017954,0.01202,-0.004183,0.011875,-0.007727,0.012087,0.024752
20141117,-0.0154,-0.00242,-0.008547,0.007835,0.008542,0.005509,0.0,-0.006351,-0.00155,-0.005561,-0.004549,-0.020302,-0.021906,0.001062,0.002133,0.011981
20141118,-0.003897,-0.014557,0.001347,0.00243,0.013727,0.004912,-0.013828,0.022869,0.005626,0.032648,0.024118,0.012291,-0.00064,-0.001061,0.007768,-0.011839
20141119,0.00494,-0.010669,-0.013586,-0.00824,-0.010372,-0.000188,-0.002841,-0.021386,0.001929,-0.02363,-0.007933,-0.000141,-0.023211,-0.005664,-0.000633,-0.022609
20141120,-0.006287,0.009954,0.003682,0.0,0.046579,0.008274,-0.004894,0.003406,0.005583,0.007619,0.016492,-0.005366,-0.044576,-0.001839,0.004543,0.013246
20141121,0.003917,-0.014784,0.002038,0.012708,-0.010014,0.002611,0.001743,0.010748,0.006318,0.003114,0.005654,0.012493,-0.001887,0.000297,0.008624,-0.004098
20141124,0.002913,-0.008128,0.003525,-0.000241,0.018545,0.00558,0.007644,0.003148,0.005517,0.010309,0.006111,-0.001332,-0.001718,0.007666,0.001981,0.015478
20141125,0.003196,-0.002522,0.021889,-0.006758,0.001931,0.009249,-0.002405,0.00802,-0.007758,0.00011,-0.000486,0.010881,0.021518,-0.003126,-0.003851,-0.002122
20141126,-0.002731,0.005898,0.026312,0.017497,0.015969,0.005315,0.001175,-0.000138,0.036041,0.028854,0.016772,0.013611,-0.001854,0.004023,-0.001985,0.00406
20141128,0.002465,0.001257,0.001031,0.012897,0.009485,0.00784,0.001358,0.008857,0.001656,-0.004052,0.00263,0.009592,0.010805,0.009192,-0.006281,-0.003659
20141201,-0.017174,0.016942,-0.033462,-0.007781,-0.002148,-0.001809,-0.003885,-0.015226,-0.003124,-0.026231,-0.018598,0.00095,-0.013195,0.005021,-0.006531,-0.031697
20141202,-0.001964,-0.003291,0.004794,0.002376,0.011568,0.008336,0.006995,0.021312,0.005714,0.013744,0.001458,-0.003797,0.002877,-0.003137,0.007104,0.011377
20141203,-0.003008,-0.007841,-0.007686,-0.002845,-0.004521,0.004673,0.011373,0.014321,0.019428,0.031779,0.025716,-0.003947,-0.006245,0.001632,0.019162,-0.007697
20141204,0.010448,0.015807,0.004808,-0.004042,0.000801,-0.00644,-0.002857,-0.01385,-0.003776,0.083465,-0.008988,-0.00205,0.001189,0.001338,-0.006508,0.002586
20141205,-0.026724,-0.0086,0.014886,0.000955,0.005606,-0.009723,-0.004755,0.000409,0.003068,0.008926,0.005728,-0.008627,-0.001696,-0.002731,0.005407,0.011506
20141208,0.005018,-0.014973,0.002095,-0.013356,-0.012477,-0.009818,-0.008636,-0.010358,-0.008996,-0.031541,-0.012814,-0.004834,-0.041461,-0.00268,-0.003723,-0.026868
20141209,0.010137,-0.002201,0.004182,0.012086,-0.008333,0.006978,0.006981,0.00544,-0.001271,0.019164,-0.003365,-0.006731,-0.004786,-0.003914,-0.00353,0.017936
20141210,-0.015053,-0.014499,-0.008589,-0.022689,-0.012741,-0.020058,-0.015216,-0.020615,-0.016633,-0.033028,-0.02219,-0.023964,-0.014606,-0.013196,-0.014376,-0.025836
20141211,0.007708,0.005757,0.020347,-0.00391,0.007688,0.004466,0.003489,0.006853,0.00721,0.013098,-0.000493,-0.001575,0.002892,0.005587,0.004016,0.014937
20141212,-0.019921,-0.004664,0.001286,-0.019872,-0.012943,-0.005002,-0.035326,-0.019517,-0.025236,-0.013426,-0.031096,0.090049,-0.00739,-0.024823,-0.017686,0.006007
20141215,-0.010872,-0.005964,-0.010793,0.029036,-0.00842,-0.006516,-0.014931,-0.003046,-0.000847,-0.00998,-0.003057,-0.0392,0.006174,0.003394,-0.009002,-0.00836
20141216,-0.034274,-0.032355,-0.029874,-0.011676,-0.010022,-0.003561,-0.01078,-0.000853,-0.011213,-0.00896,-0.011497,-0.009858,-0.029237,0.00157,-0.000324,-0.01947
20141217,0.016641,0.012843,0.019012,0.013045,0.019123,0.008463,0.003434,0.027023,0.01963,0.017055,0.041096,0.023161,0.059677,0.021409,0.00833,0.025998
20141218,0.016132,0.038916,0.030088,0.101798,0.021523,0.031332,0.037846,0.015926,0.018131,0.026871,0.003972,0.012095,0.040877,0.011749,0.023925,0.015762
20141219,0.010532,0.002946,0.018877,0.014333,-0.017558,0.00434,0.005264,0.000954,-0.004406,-0.014757,0.009891,-0.005875,0.008933,-0.011321,0.006077,-0.000589
20141222,0.023575,0.006714,0.019654,-0.007609,0.023096,0.016204,0.018485,0.015389,0.01088,0.012581,0.01763,0.000672,0.0,0.011687,0.007811,0.005307
20141223,0.012155,0.009796,-0.010313,0.007886,0.005912,0.001063,0.004955,0.000536,-0.00073,-0.006212,-0.006256,-0.001611,0.010692,-0.006184,0.004547,-0.022092
20141224,-0.003415,-0.006398,0.001985,0.004347,0.000267,0.00177,-0.002589,0.000804,0.00146,-0.000595,-0.003874,0.00484,-0.00281,0.000822,-0.001029,0.012595
20141226,0.008549,-0.005401,6.2e-05,-0.00238,0.002938,0.001767,0.003213,0.012858,-0.002096,-0.000993,0.000972,-0.000937,0.00779,-0.000469,-0.000824,0.004146
20141229,-0.007774,-0.008981,-0.009347,-0.010629,-0.009853,0.00388,-0.011273,-0.008397,-0.005297,0.006659,-0.001457,-0.007232,-0.007401,-0.003873,-0.00742,-0.006488
20141230,-0.003778,-0.009062,-0.009997,-0.00592,-0.011296,-0.003514,-0.002866,0.000467,-0.009641,-0.004344,-0.009241,-0.014097,-0.015244,-0.008955,-0.002492,0.013655
20141231,-0.008631,-0.012122,-0.015148,-0.008161,-0.012786,-0.019217,0.002437,-0.009197,-0.008622,-0.002578,-0.015709,-0.005268,-0.002019,-0.008798,-0.01426,-0.013862
20150102,-0.002092,0.006674,0.005511,-0.014232,0.001929,-0.00737,0.010097,-0.000673,0.000281,-0.004971,0.00399,-0.004952,-0.00118,-0.00096,-0.000211,-0.006731
20150105,-0.019054,-0.009303,-0.016061,-0.016693,-0.011276,-0.01992,-0.015735,-0.004712,-0.015613,-0.015986,-0.01689,-0.004976,-0.018062,-0.00072,-0.024715,-0.020729
20150106,-0.024679,-0.014571,-0.013473,-0.010323,-0.018637,-0.00037,-0.021566,-0.014203,-0.016431,-0.022743,-0.030318,-0.020145,-0.016675,-0.00835,-0.013753,0.001628
20150107,-0.002941,0.012705,0.0,0.000232,0.020975,0.009242,-0.006536,0.011663,0.017961,0.027013,-0.002866,0.008223,-0.00472,0.008784,0.010871,-0.012599
20150108,0.003484,0.029418,0.026592,0.006025,0.018601,0.007692,0.021735,0.010511,0.016316,0.049975,0.037889,0.025383,0.029159,0.02294,0.024115,0.033752
20150109,-0.012211,-0.008405,-0.005565,-0.000461,0.001908,0.010178,0.004356,-0.001141,0.00056,0.010646,0.004028,-0.014743,-0.007339,-0.007162,-0.007531,-0.010153
20150112,-0.007309,-0.012503,-0.013121,-0.002766,-0.004353,0.009356,-0.016781,-0.011422,-0.008955,-0.01654,-0.012538,-0.010022,-0.007393,-0.004908,-0.004595,-0.018504
20150113,0.009536,-0.005257,-0.003519,-0.007858,-0.002732,0.001604,0.002365,-0.008155,-0.006212,-0.005622,-0.001778,-0.007452,0.004157,-0.001961,-0.001181,-0.010246
20150114,0.00823,-0.008629,-0.002224,0.003028,-0.00411,-0.006229,-0.006441,-0.010278,-0.001515,0.007896,0.004325,-0.0085,-0.01242,-0.002917,-0.002042,-0.016356
20150115,-0.003795,-0.010336,-0.029234,-0.009986,-0.004402,-0.018266,-0.007895,-0.011631,-0.006166,-0.020021,-0.007092,0.004286,-0.03738,-0.000418,-0.007217,-0.026942
20150116,0.012787,0.016711,0.01526,0.020643,0.007184,0.00985,0.016627,-0.001261,0.017181,0.024674,0.018367,0.020487,0.027763,0.010394,0.012151,0.005191
20150120,-0.001009,0.003244,0.014099,0.008964,-0.009877,0.01409,-0.001209,0.016692,0.009759,0.010114,0.003006,-0.003346,0.011476,0.00473,0.001286,0.024962
20150121,0.020493,-0.010132,0.006558,-0.009339,0.010806,-0.008194,-0.030965,-0.012279,0.008828,0.004863,0.013986,0.000699,0.007331,-0.004825,0.003426,0.011547
20150122,0.032495,0.02635,0.011858,0.012876,0.011787,0.023707,0.021698,0.0044,0.012712,-0.001708,0.017241,0.027118,0.005025,0.024243,0.009282,0.014736
20150123,0.008654,0.001061,0.002318,0.003178,-0.012598,-0.010175,0.003089,0.003755,0.001637,0.01692,0.002906,0.007893,0.01069,0.002771,-0.010994,0.001227
20150126,-0.00965,-0.003603,-0.004304,-0.006563,-0.017561,-0.008508,0.003144,0.006027,-0.000182,-0.002337,-0.004587,-0.017823,0.019788,-0.003224,0.001817,0.01001
20150127,-0.028935,-0.092533,-0.022131,-0.01139,-0.045245,-0.038255,-0.017204,-0.011569,-0.003996,-0.018177,-0.047781,-0.017597,-0.033289,-0.010858,-0.002881,-0.029328
20150128,-0.016808,-0.034459,0.00607,-0.01636,-0.011994,-0.003532,-0.013796,-0.010868,-0.016323,0.002004,-0.016302,-0.016933,-0.024918,-0.012846,-0.014338,-0.031882
20150129,0.001561,0.019908,0.023085,0.003982,0.012879,0.015482,0.025932,-0.102831,0.013627,0.014571,0.02434,0.019786,0.031056,-0.002129,0.017694,-0.05876
20150130,0.047386,-0.038324,-0.026795,-0.022632,-0.0342,-0.031411,-0.013957,-0.019312,-0.022316,-0.034263,-0.02907,-0.021078,-0.028399,-0.021577,-0.00704,0.005946
20150202,-0.009953,0.021782,-0.01212,0.018859,0.018462,0.017637,0.008806,0.049151,0.000748,-0.004471,0.021609,0.013974,0.014703,0.011026,0.019551,0.015799
20150203,0.002067,0.007752,0.005467,0.008435,0.001486,0.010809,0.024635,0.021822,0.01776,0.007616,0.024975,0.011391,0.023219,0.020374,0.010115,0.000336
20150204,-0.013501,0.005769,0.00305,-0.014405,-0.002967,-0.015855,-0.009529,0.0,0.003215,0.015504,0.002486,0.005006,0.006484,0.016913,-0.000209,-0.014653
20150205,0.00709,0.014579,-0.000198,0.017445,0.010119,0.021356,0.006052,0.014785,0.012725,0.013359,0.016121,0.011345,0.004577,0.006814,0.012728,-0.011352
20150206,0.007634,-0.000942,-0.015142,-0.004171,-0.019004,-0.000734,-0.007536,-0.023547,-0.017176,-0.013748,-0.004149,-0.007661,-0.001519,-0.008374,0.000206,-0.013894
20150209,-0.008607,-0.001179,-0.000403,0.009772,-0.010963,-0.004405,-0.006189,0.011454,-0.001656,-0.023869,-0.00098,-0.002895,-0.020112,-0.004975,-0.002781,-0.008617
20150210,0.020556,0.005666,0.010075,0.013594,0.023383,0.013643,0.018042,0.046938,0.028561,0.046948,0.027969,0.005945,0.01397,0.005929,0.002376,0.011745
20150211,-0.003999,-0.005164,0.017556,-0.014321,-0.004451,-0.020371,-0.00227,-0.000712,0.003225,0.008408,-0.006683,0.003436,0.00017,0.003467,-0.0034,-0.002554
20150212,0.014888,0.016753,-0.00366,0.012223,0.017139,0.093947,0.002023,0.002564,0.025714,0.016305,0.0716,0.021641,0.041837,0.010654,0.010959,0.022463
20150213,0.009432,0.018102,-0.006428,0.000911,0.006886,-0.001018,0.01186,0.006961,0.00914,0.004102,0.000448,0.025741,0.025955,0.011454,0.004909,0.011269
20150217,-0.011158,-0.00661,-0.001848,-0.002049,0.010914,-0.004078,0.003491,-0.001129,0.004054,0.006537,0.002914,0.008103,-0.01241,-0.018479,-0.000712,-0.020036
20150218,-0.00433,-0.001147,0.014683,0.005931,-0.013531,0.006141,0.007642,-0.003672,-0.004467,-0.007847,-0.011397,0.007779,0.014983,0.00551,0.002546,0.002757
20150219,0.007003,-0.000689,0.035328,0.000227,-0.001605,-0.006104,0.010482,0.006238,0.001726,0.008182,0.002486,0.0,-0.003016,0.001598,-0.000102,0.016495
20150220,-0.00851,0.008161,0.005981,-0.007708,0.005846,0.010235,-0.001464,0.007608,0.00827,0.01046,0.007215,0.010549,0.014807,0.010886,0.010769,-0.00586
20150223,-0.012551,0.006727,-0.013205,0.000228,-0.01889,0.000675,-0.004522,-0.00811,-0.004272,0.00705,-0.007835,-0.005729,-0.018199,0.005469,-0.002412,-0.013149
20150224,0.006822,-0.001359,-0.004947,0.002284,0.019254,0.0,0.011786,0.006061,0.011841,0.002924,0.006769,-0.005378,-0.010387,0.001009,0.002317,-0.003446
20150225,0.016114,-0.002268,0.014149,-0.003418,-0.013514,-0.004725,-0.012255,0.004344,0.002374,-0.004418,-0.00762,0.005021,0.015178,-0.002129,0.002815,0.024205
20150226,0.021851,0.001478,0.010684,0.003659,-0.00869,0.014242,-0.011916,0.004604,0.005415,0.147054,0.00271,0.0114,0.117226,-0.002582,-0.004511,0.00045
20150227,0.005972,-0.004653,-0.017908,-0.001595,-0.011887,-0.013373,0.006651,0.006943,-0.010434,-0.012611,-0.006306,0.001773,-0.012244,0.0,-0.004531,-0.003825
20150302,0.022022,0.000684,0.009877,0.004792,0.024361,0.023043,-0.009016,0.002,0.019388,0.01097,0.024252,0.008723,-0.01326,0.015083,0.007081,-0.003839
20150303,0.006565,-0.013674,-0.001881,-0.014763,0.001028,-0.02153,0.003427,-0.017205,-0.022856,-0.006201,-0.018367,-0.010026,-0.022057,-0.016412,0.001105,-0.033779
20150304,-0.000803,-0.005199,0.016269,0.005302,0.000733,-0.007109,-0.009998,-0.007843,-0.004268,0.009203,0.011271,-0.017217,-0.030919,-0.023957,-0.014749,0.032145
20150305,0.005369,0.001277,0.003894,0.004357,-0.01143,-0.001023,0.01104,0.0012,0.000343,0.009042,0.019171,0.012753,0.010943,0.002021,0.009369,0.003864
20150306,-0.014679,-0.017397,-0.014838,-0.03242,-0.01601,-0.012799,-0.016627,0.008107,-0.011999,-0.020525,-0.013561,-0.01361,-0.015704,-0.008703,-0.01362,-0.016304
20150309,0.002095,0.011567,-0.007062,0.007315,-0.014161,0.015039,0.014322,0.016782,0.013532,-0.006021,0.002661,0.0049,0.01425,0.009826,0.00941,-0.010589
20150310,-0.024821,-0.019137,-0.023792,-0.020379,-0.031174,-0.023842,-0.018411,-0.011278,-0.022595,-0.015733,0.017028,-0.024702,-0.026268,-0.019461,-0.01986,-0.007096
20150311,-0.007431,-0.00119,0.000258,-0.008369,0.019874,-0.013957,-0.0064,-0.022467,0.001226,-0.003676,-0.005001,6.6e-05,-0.001255,-0.001938,-0.005583,-0.004101
20150312,0.009862,-0.022868,0.017533,0.003617,-0.047325,-0.000708,0.007525,-0.012808,0.000875,0.011712,-0.009178,0.018287,0.019943,0.016532,0.019649,0.010588
