date,AAPL,MSFT,XOM,AMZN,JNJ,JPM,GE,WFC,FB,GOOG,T,GOOGL,PG,SPY,BAC,CVX,VZ,WMT,BRK,PFE,BRK,KO,INTC,C,BUD,DIS,CMCSA,HD,MRK,IBM,ORCL,UNH,CSCO,PEP,V,PM,MO,SLB,MA,AMGN,MMM,ABBV,MCD,RY,MDT,BMY,QCOM,BA,GS,GILD,TD,IVV,UTX,CELG,WBA,HON,USB,UNP,CVS,LLY,SBUX,RAI,MS,UPS,AGN,CHTR,TWX,LMT,TXN,ACN,PCLN,UN,COST,AVGO,VTI,MDLZ,NKE,AXP,BNS,AIG,DOW,DD,COP,LOW,BIIB,BLK,CB,UBS,EFA,MET,EOG,CL,NVDA,PNC,EPD,VOO,ABT,SPG,NEE
20150603,0.001231,-0.001492,-0.002232,0.012993,0.0011,0.0103,0.007318,0.012994,0.0248,0.002096,0.019499,0.002419,0.000255,0.002649,0.01256,-0.003997,-0.001221,0.00483,0.001119,-0.00232,0.001119,-0.002928,-0.016231,0.01663,0.00877,0.003792,0.008501,0.014069,0.00249,0.001592,0.006179,0.005096,0.000344,-0.007808,-0.001304,-0.006389,-0.00553,-0.00153,0.003542,0.004411,0.006789,0.005854,0.002389,0.010353,-0.00065,-0.00152,0.007354,0.003909,0.00901,0.006231,0.005021,0.00282,0.009971,-0.010537,-0.005908,0.004017,0.019476,0.003839,0.000786,-0.001539,0.007539,-0.012872,0.012721,0.011767,0.002323,-0.028756,0.014754,0.005871,-0.006606,0.006748,-0.001931,0.013295,0.005163,-0.00763,0.00347,0.005637,0.003917,0.007626,0.004875,0.023961,0.006838,0,-0.004214,0.007128,-0.000361,0.004265,0.004795,0.005018,0.005541,0.021764,-0.008466,-0.002398,-0.010713,0.014582,-0.016169,0.002736,-0.001635,-0.017678,-0.019566
20150604,-0.005841,-0.010459,-0.008593,-0.013308,-0.008592,-0.005547,-0.009807,-0.01353,-0.004731,-0.006681,0.006851,-0.006483,-0.005219,-0.00845,-0.00886,-0.007634,-0.019967,-0.009881,-0.009388,-0.00494,-0.009388,-0.006851,-0.012832,-0.005393,-0.010482,-0.007826,-0.006237,-0.015023,-0.015234,-0.009063,-0.004549,-0.014364,-0.0165,-0.012172,-0.010732,-0.007158,-0.009335,-0.01412,-0.009947,0.00611,-0.011301,0.006118,-0.002176,-0.006987,-0.010282,0.001065,-0.013742,-0.018218,0.002785,-0.00628,-0.012035,-0.008061,-0.01156,-0.015619,-0.006642,-0.012002,-0.010917,-0.002451,-0.010205,-0.001927,-0.007675,-0.004033,-0.007947,-0.00497,-0.009921,0.000526,-0.010469,-0.008963,-0.016489,-0.010827,-0.006677,-0.009606,-0.010413,-0.013002,-0.008009,-0.014867,-0.005463,-0.015385,-0.010077,-0.008182,0.000755,-0.022169,-0.012539,-0.007219,-0.008104,-0.01951,-0.010011,-0.003631,-0.010724,-0.003334,-0.018313,-0.009764,0.017972,-0.011144,-0.012326,-0.008133,-0.003684,0.000559,0.001497
20150605,-0.005489,-0.004745,0.000712,-0.008891,-0.00645,0.016433,0.001101,0.008372,0.001097,-0.006279,-0.019847,-0.003915,-0.009213,-0.001709,0.024434,0.001973,-0.018087,-0.0147,-0.004315,-0.004381,-0.004315,-0.012072,-0.014547,0.016447,0.022335,0,-0.004495,-0.009779,-0.008071,-0.00582,0.000914,-0.001029,-0.001049,-0.011578,0.002346,-0.02603,-0.03348,0.00111,0.00054,-0.005313,-0.00802,-0.000297,-0.007995,-0.000156,-0.007628,0.006538,-0.009361,-0.003258,0.007565,0.000263,0.004597,-0.002221,-0.001195,-0.001803,-0.015953,0.000193,0.011497,0.005308,-0.009121,0.005664,0.009087,-0.026319,0.015245,0.004096,-0.00356,0.01538,-0.001998,-0.004417,-0.003612,-0.005525,-0.006393,-0.017507,-0.013295,0.018484,-0.000826,-0.009896,0.000785,0.000378,0.00509,-0.001815,-0.018473,-0.008897,0.000635,-0.00499,0.009159,-0.007014,-0.008727,-0.016401,-0.011894,0.011894,0.026322,-0.006675,0.007696,0.01643,0.0096,-0.002024,-0.004725,-0.013517,-0.015941
20150608,-0.006607,-0.008886,0.006763,-0.008081,-0.00639,-0.007861,-0.001832,-0.008656,-0.017896,-0.012188,0.000579,-0.011009,0.003616,-0.00615,-0.006399,-0.011517,0.004446,-0.006159,-0.007374,-0.003227,-0.007374,0.001496,-0.01696,-0.010491,-0.031406,-0.009157,-0.013973,-0.003987,-0.002034,-0.012306,-0.016206,0.003261,-0.010672,-0.002257,-0.010092,0.005646,0.002282,-0.008872,-0.007774,-0.00496,-0.003119,0.005786,-0.002303,-0.0086,-0.004241,-0.013293,-0.014358,-0.000639,-0.003136,-0.002282,-0.012812,-0.006156,-0.007009,0.000813,-0.00751,-0.004627,-0.007502,-0.01535,-0.005403,0.00512,-0.012646,-0.014971,-0.00509,-0.012337,-0.012041,-0.016526,0.013192,0.000211,-0.017942,-0.006604,-0.011976,-0.001204,-0.00526,-0.03602,-0.006152,0.00075,-0.005783,-0.007306,-0.013316,-0.013884,-0.012867,0.004923,0.006187,-0.015905,-0.003842,-0.005263,-0.008909,-0.000463,-0.001371,-0.00202,-0.006356,-0.002138,-0.022911,-0.00228,-0.01046,-0.006188,-0.000206,-0.005662,-0.006581
20150609,-0.002973,-0.001749,-0.003182,0.004675,0.002552,0.004335,0.003304,0.010335,0,-0.000266,-0.002313,-0.002429,0.015313,-0.000144,0.013466,0,-0.002108,-0.001928,0.000788,0.000883,0.000788,0.000996,-0.001597,0.006289,-0.002985,-0.007046,-0.000259,-0.003639,-0.00051,0.002056,-0.000696,0.000684,-0.001238,0.002477,0.003989,0.007486,0.004967,0.005483,0.002067,-0.010673,0.002491,-0.00177,-0.00619,-0.004101,-0.002928,-0.003674,-0.006466,-0.00384,-0.00367,0.009235,0.022248,-0.000333,0.001033,-0.000812,0.01093,0.002905,0.009391,-0.010029,0.005734,0.054126,0.000194,0.015058,0.001023,0.003526,-0.005993,0.011164,-0.005696,-0.000106,0.001799,0.001794,-0.00067,-0.001929,-7.3E-05,0.011397,-0.000831,0.004245,-0.000887,0.004568,0.017677,0.005531,0.002335,-0.002881,-0.005833,-0.002184,-0.01131,-0.002037,0.003067,-0.004634,-0.005493,0.005889,-0.000224,0.01056,0.005057,0.013293,0,-0.000262,-0.005367,-0.005865,0.000713
20150610,0.011458,0.02103,0.007449,0.012433,0.006822,0.016076,0.010977,0.008995,0.01847,0.018987,0.006085,0.019256,0.008112,0.011993,0.016176,0.014041,0.002746,0.006347,0.008809,0.008821,0.008809,0.003234,0.01824,0.018214,0.018132,0.013638,0.006569,0.013238,0.013086,0.019556,0.0202,0.013335,0.014873,0.006662,0.024724,0.019071,0.013591,0.019697,0.022587,0.004845,0.013123,0.008423,0.006017,0.010453,0.016551,0.006915,0.007032,0.010849,0.019663,0.025447,0.008388,0.011867,0.010318,0.012103,0.015683,0.011684,0.016792,-0.000301,0.021504,0.004954,0.022313,0.013309,0.019422,0.008432,0.014889,-0.003526,0.001169,-0.00037,0.024095,0.016642,0.01433,0.020531,0.01007,0.0189,0.012205,0.003729,0.019635,0.012884,0.009526,0.028171,0.009123,0.006935,0.015224,0.009339,0.017016,0.008165,0.014876,0.025605,0.021019,0.028723,0.014817,0.01575,-0.017841,0.016501,0.006406,0.011881,0.006642,0.010139,0.009471
20150611,-0.00225,-0.003647,-0.001408,0.005107,0.003641,0.003809,-0.004343,0.000874,-0.004017,-0.003876,0.004608,-0.004633,-0.001634,0.003224,-0.005685,-0.006972,0.006109,0.000137,0.00355,0.004372,0.00355,-0.005703,0.000943,0.003332,0.00433,0.005636,0.009102,0.002793,-0.011743,-0.000829,0.007738,0.006495,0.006978,0.004269,0.000144,-0.000486,-0.018082,-0.010477,0.003504,0.015493,0.005156,-0.002931,0.003043,-0.002351,0.000788,0.004883,0.004308,0.009462,0.0038,0.012408,-0.000899,0.003391,0.006979,0.008121,0.003509,0.001241,0.000893,0.012541,0.004896,0.040995,-0.003796,-0.012861,-0.000501,0.005375,0.002091,0.008875,0.011211,0.011623,-0.010149,0.004144,0.001687,0.008047,-0.000789,-0.00609,0.002832,-0.000248,0.005225,0.001372,-0.003885,0.005026,0.00327,0.001004,0.000156,-0.001879,0.012973,0.003375,0.014025,-0.009533,0.002705,-0.002845,0.002655,-0.007753,0.010713,-0.004033,-0.002228,0.003103,0.011546,0.005103,0.005549
20150612,-0.011043,-0.010121,-0.012575,-0.007044,-0.008968,-0.00394,-0.004362,-0.002969,-0.003666,-0.004265,-0.006594,-0.004672,-0.0068,-0.007655,0,-0.012362,-0.010678,-0.006992,-0.005568,-0.007255,-0.005568,-0.003491,-0.016641,-0.001748,-0.007483,-0.006057,-0.008509,-0.0062,-0.017654,-0.010605,0.001355,-0.013996,-0.011088,-0.00372,-0.004451,-0.004742,-0.006,-0.005735,-0.007725,-0.011649,-0.011385,-0.01455,-0.005545,-0.005027,-0.009184,-0.008656,-0.008506,-0.001119,-0.004113,-0.012339,-0.013276,-0.007605,-0.006085,-0.014606,-0.008509,-0.008103,-0.001561,-0.004162,-0.003995,-0.027486,0.002667,-0.002079,-0.006521,-0.009307,-0.009738,-0.009545,-0.006698,-0.002611,-0.011745,-0.008461,-0.006566,-0.018079,-0.003876,-0.010705,-0.006559,0.002725,-0.000963,-0.009589,-0.008358,-0.001613,-0.006135,-0.009174,-0.008121,-0.000145,-0.012121,-0.009473,-0.004713,-0.003208,-0.007943,-0.00535,-0.012355,-0.003907,-0.027189,-0.003644,0.001914,-0.007322,-0.00795,-0.002144,-0.004314
20150615,-0.001966,-0.010768,-0.003571,-0.014538,-0.008744,-0.00381,-0.006572,-0.001927,-0.010058,-0.009637,-0.006926,-0.008165,-0.009509,-0.004285,-0.001144,-0.005808,-0.005291,-0.006903,-0.006344,-0.004969,-0.006344,-0.009259,0.002235,-0.008055,-0.013276,0.002092,0.001373,-0.005335,-0.01296,-0.004372,-0.013983,0.011305,-0.002102,-0.011735,-0.010962,-0.007207,-0.010408,-0.007987,-0.005012,-0.000128,-0.013731,-0.002088,-0.007995,0.003158,-0.001324,0.002145,-0.005968,-0.003571,-0.006102,0.00425,0.004105,-0.004163,-0.025425,-0.002875,-0.007524,-0.005863,-0.008486,0.000199,0.003522,-0.001544,-0.00684,0.008333,-0.00202,-0.000999,0.007927,-0.006211,0.001976,-0.00555,0.00066,-0.003226,0.001013,-0.00263,-0.011169,0.018865,-0.004585,-0.008895,-0.004143,-0.003521,0.003371,0.010987,0.000386,-0.001013,-0.003779,0.001159,-0.00126,0.005234,-0.000474,-0.006897,-0.006042,-0.003586,-0.003462,-0.014331,-0.001895,-0.005995,0.019102,-0.004623,-0.012328,-0.00605,-0.001209
20150616,0.005358,0.007807,0.011467,0.008474,0.008924,0.005589,0.000368,0.004212,0.004336,0.001802,0.007556,0.003444,0.012545,0.005452,0.004579,0.007554,0.008936,0.005839,0.002224,0,0.002224,0.012377,0.007805,0.007414,0.008389,0.007987,0.009256,0.002,0.010329,0.003489,0.021043,0.0216,0.008076,0.009823,0.006417,0.006768,0.010097,0.002907,0.00911,0.000833,0.003978,-0.002092,0.003499,0.003148,0.002387,0.008407,-0.002477,0.000351,0.0085,0.007701,0.001363,0.005557,0.002879,0.000991,0.017294,0.00638,0.004279,0,0.005752,0.008325,0.013296,0.013636,0.005312,0.003902,-0.01105,-0.007127,0.009979,0.004739,0.000848,0.0095,0.000715,0.006234,0.005465,-0.007895,0.005527,0.015831,0.011708,0.001388,-0.002053,-0.009429,0.014076,0.004345,0.002529,0.004196,0,0.005629,0.008471,-0.007407,-0.000304,0.013676,0.009639,0.009795,0.01234,0.007257,-0.000625,0.005845,0.008529,0.008305,0.004136
20150617,-0.002351,0.003055,0.00059,0.001287,0.003762,-0.003364,0.001837,-0.000874,0.009006,0.002102,0.00375,0.003175,0.012389,0.001617,-0.010256,-0.002799,-0.003163,0.005252,0.001861,-0.001763,0.001861,0.00474,0.009957,-0.009287,0.000165,0.003872,0.012568,0.002177,0.003466,0.001978,0.006048,-0.014891,0.007663,0.005345,-0.003768,0.000122,0.011245,-0.000223,0.003186,-0.003712,0.002939,0.014977,0.006235,0.000157,0.001455,0.005002,0.001354,0.007658,-0.00295,-0.001596,-0.001588,0.00137,0.001131,0.00945,-0.003027,0.000961,0.001121,0.006566,0.0063,-0.014744,0.005192,0.017665,-0.004026,0.000698,0.002584,0.000235,0.002068,0.001048,0.003767,0.002379,-0.010738,-0.002383,0.006486,-0.009191,0.001649,0.001104,0.001817,0.012097,-0.002619,-0.001936,0.014451,0.002019,-0.00536,0.00389,0.006645,5.6E-05,0.006966,-0.009328,-0.00228,-0.005503,-0.011767,0.006517,0.011721,-0.01096,-0.007815,0.001712,0.001856,0.013032,0.011755
20150618,0.004556,0.016315,0.008852,0.027068,0.01651,0.009392,0.003667,0.009271,0.013632,0.014114,0.006322,0.017527,0.009241,0.010399,0.000576,0.004912,0.010578,0.003437,0.01929,0.011477,0.01929,0.009436,0.013459,0.003891,0.010376,0.015517,0.014425,0.012492,0.011742,0.006461,-0.048319,0.009604,0.009678,0.012547,0.010909,0.015642,0.018534,-0.011598,0.01694,0.028718,0.017012,0.017855,0.009977,-0.001726,0.01334,0.004827,0.012171,0.013596,0.007843,0.0196,-0.004316,0.010048,0.007213,0.042439,0.025461,0.012764,0.003136,0.011168,0.011944,-0.005866,0.016341,0.022967,0.005306,0.009759,0.012316,0.002647,0.012497,0.009057,0.017452,0.00392,0.008929,0.015524,0.011701,0.016455,0.009877,0.001471,0.011933,0.005603,-0.001688,0.006951,0.004499,0.009498,-0.002536,0.00689,0.02735,0.01002,0.012508,0.000471,0.00899,0.012853,-0.002359,0.011444,0.016682,0.004412,0.000945,0.009893,0.028207,0.01292,0.015492
20150619,-0.010009,-0.013271,-0.003159,-0.010173,-0.004982,-0.010177,-0.00475,-0.011265,-0.004764,-7.4E-05,-0.000857,0.002409,-0.003464,-0.009258,-0.012083,-0.007781,-0.006489,-0.003289,-0.008643,-0.005528,-0.008643,-0.00615,-0.009574,-0.009338,-0.005542,-0.005299,0.000496,0.005186,-0.009387,-0.007489,-0.026907,-0.004632,-0.006162,-0.003885,-0.011655,-0.005414,-0.002831,-0.022678,-0.01291,0.003747,-0.004197,0.007248,-0.000936,-0.019173,-0.00013,0.002702,-0.007126,-0.00172,-0.00657,-0.011633,-0.015743,-0.005931,-0.008714,0.002566,0.0082,-0.0018,-0.003126,-0.01124,0.003903,-0.004937,-0.003327,0.005874,-0.010555,-0.005523,-0.000331,-0.004635,-0.00351,-0.008353,0.005349,-0.00298,-0.013203,-0.001411,-0.001423,-0.000769,-0.004347,0.004651,0.005,-0.007181,-0.014841,-0.007385,-0.005785,-0.004419,-0.009217,-0.002281,0.023658,-0.004683,-0.011974,0.008,-0.002416,-0.008988,-0.00608,-0.00402,-0.003191,-0.007764,-0.029273,-0.005795,-0.001001,-0.01325,-0.012713
20150622,0.007978,0.00282,-0.000469,0.00315,0.002303,0.012926,0.006608,0.015075,0.027027,0.002795,0.001429,0.003874,-0.001118,0.005123,0.017472,0.008244,0.001475,0.000687,0.004044,0.003803,0.004044,0.00198,0.005924,0.012805,0.024342,0.00808,0.007602,0.005692,0.013611,0.004431,-0.002404,-0.000665,-0.0031,0.007801,0.005823,0.005686,0.00953,0.004041,0.006434,0.009333,0.004593,0.009211,0.008222,0.007531,0.006518,0.003892,0.007252,0.003927,0.015573,0.014107,0.009504,0.007141,0.003395,0.019707,-0.008699,0.000285,0.007616,0.002768,0.006353,0.00351,-0.000556,0.004542,0.012192,0.005454,0.016139,0.003772,0.000227,0.004918,0.018162,0.016182,-0.006966,0.0252,-0.000784,0.002694,0.006094,0.000244,0.002441,0.013219,0.0082,0.01213,0.003003,0.002148,0.003689,0.004286,0.015862,-0.00064,0.001629,0.016807,0.018922,0.01974,-0.002152,0.005082,-0.004344,0.011119,0.007134,0.002167,0.002806,-0.016436,-0.001981
20150623,-0.004545,-0.006922,-0.001174,0.022233,-0.003097,0.011456,0.004741,-0.000345,0.037055,0.004255,0.024829,0.006629,-0.008204,0.000708,0.011448,-0.001994,0.005049,-0.003022,-0.001413,0.005538,-0.001413,-0.00247,-0.005425,0.007726,0.009521,0.007751,-0.003444,0.000973,0.0034,0.005306,0.005302,0.020707,-0.005356,0,0.004776,-0.021292,-0.01426,0.011843,0.002934,-0.003267,0.001002,-0.001426,0.0032,0.00493,-0.007771,0.004026,-0.005715,-0.008717,0.008729,0.005926,0.008037,0.000467,-0.000434,0.006777,-0.007521,-0.005789,0.002668,-0.002859,0.003109,-0.003015,0.003989,-0.009172,0.009034,-0.006312,0.016501,-0.001292,-0.003749,-0.002291,-0.012072,-0.003449,0.004833,0.00023,-0.003852,-0.011412,0.000994,0.001096,0.003839,0.001354,0.011349,0.011825,0.002433,-0.021289,0.009428,0.00441,-0.003137,0.003315,0.002638,0.004591,0.002674,0.006278,0.008061,-0.003421,-0.025488,0.008044,-0.00322,0.000721,-0.002998,-0.007308,-0.014589
20150624,0.008502,-0.00599,-0.004584,-0.011547,-0.00451,-0.010466,-0.010526,-0.006046,0.011152,-0.004884,-0.00362,-0.008555,-0.003509,-0.007263,-0.010187,-0.008193,-0.010048,-0.002618,-0.006607,-0.007826,-0.006607,-0.004705,-0.005454,-0.01272,-0.000634,-0.005594,-0.006583,-0.007333,-0.013383,-0.009785,-0.012227,-0.029086,-0.009554,-0.003243,-0.008067,-0.00676,-0.002241,-0.005568,-0.001985,-0.011132,-0.014389,-0.011425,-0.005557,-0.002532,-0.017491,-0.007723,-0.024336,-0.009901,-0.018178,-0.001637,-0.002734,-0.012543,-0.010935,-0.010304,-0.010793,-0.0063,-0.007982,-0.02867,-0.010707,-0.004959,-0.007484,-0.004694,-0.014176,-0.013499,-0.011719,-0.009466,-0.006728,-0.007671,-0.01532,-0.004886,-0.000891,-0.002297,-0.009381,-0.01179,-0.007587,-0.000365,-0.009142,-0.00762,0.000374,-0.006317,-0.008774,-0.033577,-0.005382,-0.007365,-0.013477,-0.012717,-0.011089,-0.008684,-0.008742,-0.009185,-0.005068,-0.00776,-0.009896,-0.011212,-0.004199,-0.00715,-0.007618,-0.007647,-0.007654
20150625,-0.004762,0.000329,-0.008857,-0.001679,-0.002114,-0.005361,-0.00807,-0.00643,-0.009903,-0.004853,0.011179,-0.00111,-0.001509,-0.00304,-0.006861,-0.009368,0.003172,-0.007184,-0.004276,-0.006135,-0.004276,-0.00423,0.002507,-0.008295,-0.004679,0.005977,0.008615,-0.000979,-0.005838,-0.00533,-0.003398,0.026517,-0.003858,-0.004827,-0.003485,0.006064,0.00388,-0.009599,-0.010994,-0.007067,-0.010283,0.008668,-0.008796,0.005553,0.00279,0.000449,-0.001377,-0.003846,-0.007508,-0.014589,0.004111,-0.003164,-0.005879,-0.002435,0.002438,-0.007109,-0.004023,-0.013028,-0.003038,0.030878,0.006703,-0.000131,-0.010595,-0.004528,0.001587,-0.003799,0.012629,-0.000946,-0.003612,0.01749,-0.004961,-0.002762,-0.006433,-0.005287,-0.003094,0,-0.009414,-0.010651,0.0086,-0.007788,0.00226,-0.000755,-0.009709,-0.005993,0.001559,-0.012487,-0.01034,0.003688,-0.016891,-0.005422,-0.007811,-0.000451,0.007615,-0.005006,-0.020759,-0.003109,-0.003434,-0.008856,-0.005481
20150626,-0.005882,-0.008543,-0.000834,-0.004544,0.005246,0.00437,0.001849,0.004723,0.000341,-0.006614,-0.001658,-0.008764,-0.00063,-0.000191,0.002303,0.002644,0.003794,0.003618,0.002366,-0.00294,0.002366,-0.0005,-0.030322,0.00267,0.003506,0.004718,0.006406,0.003207,0.01019,-0.003733,-0.001705,0.007521,-0.004225,0.000844,0.001894,0.000615,0.006509,0,0.000529,-0.004661,0.007504,0.009166,0.015659,0.00284,-0.00424,0.010473,-0.009041,0.000211,0.001645,-0.006072,0.003185,0.000284,0.001942,-0.007491,0.004748,0.001741,-0.001122,-0.002063,0.007904,0.012382,0.010172,0.003013,0.007139,0.004144,-0.008248,0.021807,-0.000794,-0.007106,-0.016637,-0.004825,-0.007214,0.006694,0.004438,-0.029304,-0.004838,0.00073,0.042672,0,0.002224,0.004805,-0.010335,-0.008314,-0.000643,-0.015073,-0.006224,0.009512,0.007732,0.00735,-0.000456,0.008969,0.004678,0.000602,-0.020312,0.002259,-0.000331,0,0.012974,0.008993,0.007246
20150629,-0.017515,-0.019664,-0.012402,-0.018809,-0.019671,-0.025381,-0.016611,-0.024025,-0.025111,-0.019128,-0.00969,-0.021354,-0.012856,-0.02097,-0.029868,-0.019371,-0.01785,-0.009706,-0.023344,-0.009729,-0.023344,-0.015,-0.02031,-0.025914,-0.032476,-0.016871,-0.021054,-0.018295,-0.020516,-0.015049,-0.013906,-0.016714,-0.026167,-0.012854,-0.029527,-0.01512,-0.01637,-0.011653,-0.021056,-0.040628,-0.019989,-0.046551,-0.019015,-0.029106,-0.024747,-0.023245,-0.031699,-0.026319,-0.025895,-0.033849,-0.028798,-0.021026,-0.01753,-0.025526,-0.028697,-0.016322,-0.024714,-0.012814,-0.009732,-0.024112,-0.01959,-0.019592,-0.030127,-0.020533,-0.023973,-0.01726,-0.018155,-0.016539,-0.026087,-0.023434,-0.029074,-0.035084,-0.017166,-0.023233,-0.020916,-0.006568,-0.018594,-0.026039,-0.036064,-0.018173,-0.035694,-0.029878,-0.018816,-0.015741,-0.030632,-0.028014,-0.018073,-0.028728,-0.030727,-0.033118,-0.020554,-0.016541,-0.029894,-0.020078,-0.005964,-0.021152,-0.019212,-0.016733,-0.00537
20150630,0.007187,-0.004958,0.004588,0.00984,-0.002252,0.008333,-0.002628,0.003211,-0.000408,-0.001937,-0.006989,-0.002236,-0.001021,0.002093,0.007697,-0.002275,-0.003421,-0.006861,-0.000732,-0.001786,-0.000732,-0.004315,0.000823,0.00656,-0.009684,0.009642,0.002668,0.005337,-0.006284,-0.001902,-0.002969,0.006684,-0.002905,-0.003736,0.006445,0.000624,0.004931,0.006187,0.010376,0.012665,0.002274,0.000149,-0.003877,-0.009075,0.010914,0.00864,0.00016,-7.2E-05,0.00549,0.014075,-0.007471,0.00237,-0.00538,0.00718,0.001898,0.001178,-0.00023,-0.001675,0.000668,-0.003461,0.001214,-0.005329,0.012529,-0.004111,0.014068,0.016079,0.01017,0.002048,-0.000194,0.001034,0.039396,-0.005703,-0.004643,0.006969,0.002717,0.007346,0.003251,-0.001028,-0.009401,0.003734,0.007482,0.004871,0.006556,-0.008293,0.01951,0.004179,0.004965,-0.004695,-0.00361,0.009374,0.015072,0.000153,-0.000497,-0.000105,-0.003667,0.002601,0.001428,0.011813,-0.001426
20150701,0.009368,0.006682,-0.009976,0.007602,0.010363,0.004575,0.003387,0.011913,0.01335,0.002555,0.001408,0.006037,0.018916,0.008016,0.011751,-0.003939,0.008367,0.013393,0.010359,0.004772,0.010359,0.006882,-0.007726,0.007965,0.015663,0.008674,0.035085,0.008459,0.011769,0.01125,-0.001489,0.011311,-0.004006,0.012642,0.010424,0.014095,0.003885,-0.021928,0.010911,0.009575,0.008749,0.019646,0.007258,0.001962,-0.00027,0.016982,0.004311,0.01449,0.005508,-0.009139,0.001882,0.007818,-0.000992,0.021471,0.015751,0.008532,0.017281,0.008284,0.007914,0.016289,0.005129,0.001607,0.014695,0.00031,0.011369,0.013664,0.010296,0.012211,0.007766,0.013226,-0.000886,0.010277,0.010588,0.019334,0.006541,0.011424,0.013053,0.008749,0.001549,0.008573,0.004299,0.012228,-0.022472,0.004032,0.003639,0.004104,0.261194,0.015566,0.006458,0.008573,-0.020331,0.011466,0.014421,0.014637,-0.026765,0.007573,0.008965,0.010057,0.00408
20150702,-0.001264,-0.001012,0.009348,0.000732,-0.000305,-0.00808,0.004501,-0.002987,0.004315,0.002989,0.004498,0.007436,0.002634,-0.000916,-0.011034,-0.002289,0.004255,-0.000278,-0.000945,-0.009498,-0.000945,-0.000253,0.012425,-0.005568,-0.004896,-0.00139,0.001446,-0.005175,0.001215,0.003648,0.002982,-0.012725,-0.000731,0.001481,0.005748,-0.001599,-0.00224,-0.00344,-0.002751,-0.011162,-0.001735,-0.004379,0.004281,-0.008813,-0.003645,-0.002808,0.003339,-0.003695,-0.003525,-0.008361,-0.006105,-0.001197,-0.01137,0.010996,0.000466,-0.003209,-0.012005,0.0052,-0.001514,0.015203,0.006495,-0.001337,-0.009146,0.002682,0.001955,-0.010312,0.002038,-0.004623,0.001156,-0.007444,-0.006329,-0.008044,-0.000733,0.015793,-0.0013,-0.001442,0.004021,-0.002424,-0.023013,-0.00433,-0.000195,-0.023441,0.008163,-0.008031,-0.002787,-0.005757,0.012334,0.015792,0.001252,-0.00549,-0.001166,0,0.00098,-0.005976,0.022344,-0.000736,-0.002221,-0.000229,0.018186
20150706,-0.00348,-0.000225,-0.007337,-0.003815,-0.002438,-0.002814,-0.01755,-0.005287,0.003036,-0.001032,-0.003358,-0.003143,0.001501,-0.002846,-0.005285,-0.011474,-0.00339,0.009324,-0.002054,-0.003596,-0.002054,-0.001773,-0.016855,-0.005237,-0.029108,0.006349,-0.003689,-0.001525,-0.002081,-0.002181,-0.005203,0.002873,-0.004025,-0.002747,-0.001758,0.00037,0.017963,-0.00619,0.002971,0.008091,-0.001931,0.000147,-0.005407,-0.005434,-0.003794,0.000296,0,0.002211,-0.005545,0.005389,-0.004725,-0.002637,-0.001825,-0.005857,-0.004895,-0.001268,-0.000459,-0.004345,-0.007011,0.002438,0.001198,0.006829,-0.003846,-0.005555,-0.002634,0.013213,-0.012544,0.003684,-0.01116,0.000103,-0.001435,-0.023849,-0.003739,-0.024993,-0.002603,-0.00698,-0.000273,-0.007927,0.000396,-0.003705,-0.015765,0.000167,-0.024124,-0.006747,0.000866,-0.007499,-0.000741,-0.038866,-0.020163,-0.004452,-0.00677,-0.003023,-0.012243,-0.003006,-0.01076,-0.002893,0.006679,0.006067,0.002395
20150707,-0.00246,-0.002027,0.00412,0.001559,0.007332,-0.007872,0.006081,-0.003366,-0.003769,0.004131,0.004493,0.008083,0.020862,0.006289,-0.014758,0.005276,0.004464,0.017372,0.012895,0.014436,0.012895,0.021055,-0.00466,-0.01053,0.008361,0.0121,0.00644,0.009702,0.007646,0.001639,0.000249,-0.011952,0.005143,0.021186,-0.005138,0.015271,0.036294,0.008504,-0.006665,0.005761,0.002257,0.004984,0.010768,-0.004636,-0.000952,0.010815,-0.004912,0.018716,0.000817,-0.004582,-0.013292,0.006153,0.006675,0.003871,0.021782,0.004493,-0.002982,0.015586,0.014979,0.027562,0.001289,0.021013,-0.00592,0.00869,0.000978,0.004883,-0.000114,0.011543,-0.003503,0.013766,0.003136,0.006352,0.034001,-0.010134,0.005499,0.012603,0.013201,-0.000515,-0.000198,0.005821,0.005339,-0.015,0.00999,0.016906,0.008477,-0.000583,0.010936,0.007136,0.000319,-0.004471,0.019156,0.020467,-0.01884,-0.004991,0.038749,0.006172,0.009449,0.016725,0.024089
